,Date,Open,High,Low,Close,Volume,50_day_MA,100_day_MA,Log_return,Volatility,Risk-free Rate
0,2015-08-27,95.83,97.37,95.57,97.33,10186890.0,,,,,0.0218
1,2015-08-28,96.14,96.6599,95.785,96.25,5606013.0,,,-0.011158293270508643,,0.0219
2,2015-08-31,95.77,95.88,94.85,95.02,5085547.0,,,-0.012861577409118339,,0.022099999999999998
3,2015-09-01,92.78,94.28,92.6,93.47,7308209.0,,,-0.01644686656428322,,0.0217
4,2015-09-02,95.7,96.12,94.55,96.04,6907899.0,,,0.02712424215856046,,0.022000000000000002
5,2015-09-03,96.8,97.43,95.58,96.01,6313887.0,,,-0.00031241864352006803,,0.0218
6,2015-09-04,95.05,95.58,94.31,94.85,4429092.0,,,-0.01215565632850932,,0.0213
7,2015-09-08,96.31,96.88,95.49,96.78,5770053.0,,,0.020143664984149323,,0.022000000000000002
8,2015-09-09,97.29,97.39,95.22,95.43,5129373.0,,,-0.014047366936009947,,0.022099999999999998
9,2015-09-10,94.96,95.85,94.75,95.25,6210823.0,,,-0.0018879804223521212,,0.0223
10,2015-09-11,95.47,97.42,95.26,97.41,6655055.0,,,0.02242386077605395,,0.022000000000000002
11,2015-09-14,97.36,97.657,96.63,96.97,4557201.0,,,-0.004527222466409428,,0.0218
12,2015-09-15,97.29,98.59,96.74,98.19,5142633.0,,,0.01250272486474399,,0.022799999999999997
13,2015-09-16,98.65,98.74,97.53,98.69,5198679.0,,,0.005079247002716882,,0.023
14,2015-09-17,98.57,98.97,97.39,97.84,7954984.0,,,-0.008650132804998815,,0.022099999999999998
15,2015-09-18,96.82,97.7,96.25,97.05,10492672.0,,,-0.008107181763897743,,0.0213
16,2015-09-21,97.48,98.17,97.01,97.9,4543492.0,,,0.008720239921445582,,0.022000000000000002
17,2015-09-22,97.12,98.08,96.71,97.2,6254535.0,,,-0.007175838070071314,,0.021400000000000002
18,2015-09-23,97.24,97.85,97.01,97.38,3035339.0,,,0.0018501392881613734,,0.0216
19,2015-09-24,96.83,97.43,96.2975,97.29,4138791.0,,,-0.0009246417672184539,,0.0213
20,2015-09-25,97.89,98.7,97.46,97.59,4825681.0,,,0.0030788201660334816,0.20071910425995576,0.0217
21,2015-09-28,97.0,97.74,95.78,95.96,6442820.0,,,-0.016843591181876026,0.2059085289414957,0.021
22,2015-09-29,97.46,97.79,96.805,97.48,6944437.0,,,0.01571579078551179,0.20749201858115018,0.020499999999999997
23,2015-09-30,98.21,98.7,97.76,98.53,5406621.0,,,0.010713841577377795,0.19894149392498153,0.0206
24,2015-10-01,98.5,99.0,97.67,98.78,4456554.0,,,0.002534084778095667,0.17670117955726805,0.020499999999999997
25,2015-10-02,97.33,99.81,97.13,99.79,4400738.0,,,0.010172822783742541,0.1792497085345415,0.0199
26,2015-10-05,100.27,101.64,100.2,101.17,6501556.0,,,0.013734292321577742,0.17578974176641615,0.0207
27,2015-10-06,101.26,102.3,101.16,101.9,7247356.0,,,0.007189670010880238,0.1649329046407315,0.020499999999999997
28,2015-10-07,100.75,101.9,100.34,101.77,6530337.0,,,-0.0012765750248390235,0.15370730471439892,0.0208
29,2015-10-08,101.85,103.47,101.77,102.95,8218856.0,,,0.011528068269958334,0.15516886222126133,0.0212
30,2015-10-09,103.0,103.44,102.27,102.76,5756563.0,,,-0.0018472612321155562,0.13987623137559782,0.0212
31,2015-10-12,102.68,103.3101,102.51,103.24,3448175.0,,,0.004660202608730105,0.137382917811689,0.0212
32,2015-10-13,102.85,103.51,102.63,103.38,4697279.0,,,0.0013551449174801146,0.13292518356843547,0.0206
33,2015-10-14,104.15,104.93,102.43,102.82,9092540.0,,,-0.005431633140534728,0.1355101949472494,0.0199
34,2015-10-15,102.57,105.2,101.6,103.66,10168313.0,,,0.008136426134202015,0.13095425671786298,0.0204
35,2015-10-16,104.72,105.01,103.41,104.82,7167807.0,,,0.011128280612459573,0.12728010893653507,0.0204
36,2015-10-19,104.24,105.15,104.15,104.49,7064295.0,,,-0.0031532203280006357,0.12822996350956214,0.0204
37,2015-10-20,104.05,104.35,103.42,103.84,4872192.0,,,-0.006240120090239536,0.1272595562965123,0.0208
38,2015-10-21,103.98,104.2501,102.08,102.54,8307996.0,,,-0.01259828660022536,0.1392212452749086,0.0204
39,2015-10-22,110.4,111.0,108.38,110.87,25259316.0,,,0.07810537742870566,0.3012117496730154,0.0204
40,2015-10-23,111.18,112.87,111.1,112.59,11677294.0,,,0.015394558030778946,0.30250812966105467,0.0209
41,2015-10-26,112.23,113.959,111.82,112.18,11478642.0,,,-0.0036481777348482914,0.29207375903254074,0.0207
