Date,Open,High,Low,Close,Volume,Adjustment_factor,50_day_MA,100_day_MA,Log_return,Volatility,Risk-free Rate
2015-08-24,94.87,108.8,92.0,25.78,162206292.0,4.0,,,,,0.020099999999999996
2015-08-25,111.11,111.11,103.5,25.935,103601599.0,4.0,,,0.005994410292322052,,0.0212
2015-08-26,107.085,109.89,105.05,27.4225,96774611.0,4.0,,,0.05577043649998867,,0.0218
2015-08-27,112.25,113.24,110.02,28.23,84616056.0,4.0,,,0.02902139796204587,,0.0218
2015-08-28,112.17,113.31,111.54,28.3225,53164407.0,4.0,,,0.003271299500108729,,0.0219
2015-08-31,112.13,114.53,112.0,28.19,56229271.0,4.0,,,-0.004689236639485435,,0.022099999999999998
2015-09-01,110.18,111.88,107.36,26.93,76845860.0,4.0,,,-0.045726398302513745,,0.0217
2015-09-02,110.0,112.34,109.131,28.085,61888812.0,4.0,,,0.041994719160888476,,0.022000000000000002
2015-09-03,112.49,112.78,110.04,27.5925,53233940.0,4.0,,,-0.01769162931949395,,0.0218
2015-09-04,108.97,110.45,108.51,27.3175,49996311.0,4.0,,,-0.010016474202138746,,0.0213
2015-09-08,111.65,112.56,110.32,28.0775,54843626.0,4.0,,,0.027441021392290883,,0.022000000000000002
2015-09-09,113.76,114.02,109.77,27.5375,85010804.0,4.0,,,-0.01941983172659256,,0.022099999999999998
2015-09-10,110.27,113.2825,109.9,28.1425,62892831.0,4.0,,,0.02173217711836036,,0.0223
2015-09-11,111.79,114.21,111.76,28.5525,49915473.0,4.0,,,0.01446360869580315,,0.022000000000000002
2015-09-14,116.58,116.89,114.86,28.8275,58363431.0,4.0,,,0.009585294720509173,,0.0218
2015-09-15,115.93,116.53,114.42,29.07,43341155.0,4.0,,,0.008376921907650348,,0.022799999999999997
2015-09-16,116.25,116.54,115.44,29.1025,37173489.0,4.0,,,0.0011173665694743534,,0.023
2015-09-17,115.66,116.49,113.715,28.48,64112641.0,4.0,,,-0.021621994596483975,,0.022099999999999998
2015-09-18,112.21,114.3,111.87,28.3625,74285291.0,4.0,,,-0.00413423643781489,,0.0213
2015-09-21,113.67,115.37,113.66,28.8025,50221965.0,4.0,,,0.015394338824111384,,0.022000000000000002
2015-09-22,113.38,114.18,112.5201,28.35,50346159.0,4.0,,,-0.01583515875631041,0.3782058425343702,0.021400000000000002
2015-09-23,113.63,114.72,113.3,28.58,35756716.0,4.0,,,0.008080142327960192,0.3783691907467716,0.0216
2015-09-24,113.25,115.5,112.37,28.75,50219475.0,4.0,,,0.005930594741638119,0.3273362803109986,0.0213
2015-09-25,116.44,116.69,114.02,28.6775,56151926.0,4.0,,,-0.0025249240700738265,0.31205899718504054,0.0217
2015-09-28,113.85,114.57,112.44,28.11,50782189.0,4.0,,,-0.019987458254845096,0.320412107617229,0.021
2015-09-29,112.83,113.51,107.86,27.265,73365384.0,4.0,,,-0.030521556540415603,0.337679156791665,0.020499999999999997
2015-09-30,110.17,111.54,108.73,27.4875,65041596.0,4.0,,,0.008127527502854608,0.2960254938598336,0.0206
2015-10-01,109.07,109.62,107.31,27.395,63929100.0,4.0,,,-0.003370840890500606,0.2534946914168006,0.020499999999999997
2015-10-02,108.01,111.0136,107.55,27.595,58019758.0,4.0,,,0.007274081901085594,0.24742755376704798,0.0199
2015-10-05,109.88,111.3698,109.07,27.695,52064743.0,4.0,,,0.0036172945936026575,0.24482308951084014,0.0207
2015-10-06,110.63,111.74,109.765,27.8275,48856977.0,4.0,,,0.004772848900176711,0.22433247494411446,0.020499999999999997
2015-10-07,111.74,111.77,109.41,27.695,46765550.0,4.0,,,-0.004772848900176574,0.2136743767872624,0.0208
2015-10-08,110.19,110.19,108.21,27.375,61979577.0,4.0,,,-0.011621703348402354,0.20173902825888468,0.0212
2015-10-09,110.0,112.28,109.49,28.03,52766140.0,4.0,,,0.02364517704003209,0.21358887923049932,0.0212
2015-10-12,112.73,112.75,111.44,27.9,30467204.0,4.0,,,-0.0046486763493771115,0.2102503371355467,0.0212
2015-10-13,110.82,112.45,110.68,27.9475,33049256.0,4.0,,,0.0017010613350238871,0.2073493461881299,0.0206
2015-10-14,111.29,111.52,109.56,27.5525,44462449.0,4.0,,,-0.014234474578783943,0.21143905495619866,0.0199
2015-10-15,110.93,112.1,110.49,27.965,37673452.0,4.0,,,0.014860452689991421,0.2078470120676909,0.0204
2015-10-16,111.78,112.0,110.53,27.76,39232609.0,4.0,,,-0.007357592634947535,0.20882234639677374,0.0204
2015-10-19,110.8,111.75,110.11,27.9325,29759153.0,4.0,,,0.006194749800752171,0.2016294959285124,0.0204
2015-10-20,111.34,114.17,110.82,28.4425,48967763.0,4.0,,,0.018093619992378587,0.2056394473319869,0.0208
2015-10-21,114.0,115.58,113.7,28.44,42326974.0,4.0,,,-8.790049669437197e-05,0.2035013418403719,0.0204
2015-10-22,114.33,115.5,114.1,28.875,41654089.0,4.0,,,0.015179563906917493,0.20977583286304374,0.0204
2015-10-23,116.7,119.228,116.33,29.77,59366914.0,4.0,,,0.03052500618572732,0.23529789247528096,0.0209
2015-10-26,118.08,118.13,114.92,28.82,66333781.0,4.0,,,-0.032431584456309004,0.2540298647879263,0.0207
2015-10-27,115.4,116.54,113.99,28.6375,69884400.0,4.0,,,-0.006352542791762196,0.22698881507026628,0.020499999999999997
2015-10-28,116.93,119.3,116.06,29.8175,85551352.0,4.0,,,0.04037842169107315,0.2635938229111852,0.021
2015-10-29,118.7,120.69,118.27,30.1325,51227334.0,4.0,,,0.010508854009674704,0.2630021959756123,0.0219
2015-10-30,120.99,121.22,119.45,29.875,49365254.0,4.0,,,-0.008582313228686887,0.2669861089833884,0.0216
2015-11-02,119.87,121.36,119.61,30.295,32203267.0,4.0,28.195100000000004,,0.013960672145277594,0.2693195118533144,0.022000000000000002
2015-11-03,120.79,123.49,120.7,30.6425,45518976.0,4.0,28.292350000000003,,0.011405251836230734,0.27043969619078273,0.0223
2015-11-04,123.13,123.82,121.62,30.5,44886050.0,4.0,28.383650000000003,,-0.0046612506198171815,0.27038748865247825,0.0225
2015-11-05,121.85,122.69,120.18,30.23,39552680.0,4.0,28.4398,,-0.008891874821999234,0.2683513303875846,0.0226
2015-11-06,121.11,121.81,120.62,30.265,33042283.0,4.0,28.480499999999996,,0.0011571205522838241,0.25930363196563533,0.023399999999999997
2015-11-09,120.96,121.81,120.05,30.1425,33871405.0,4.0,28.5169,,-0.004055793334321838,0.25905475629509,0.0236
2015-11-10,116.9,118.07,116.061,29.1925,59127931.0,4.0,28.536949999999997,,-0.03202430904159593,0.28875061519363293,0.0232
2015-11-11,116.37,117.42,115.21,29.0275,45217971.0,4.0,28.578900000000004,,-0.005668170448708728,0.28385172981559914,0.0232
2015-11-12,116.26,116.82,115.65,28.93,32525579.0,4.0,28.5958,,-0.0033645375309804674,0.2807727142109755,0.0232
2015-11-13,115.2,115.57,112.27,28.085,45812403.0,4.0,28.60565,,-0.029643493003647593,0.30073835291205064,0.022799999999999997
2015-11-16,111.38,114.24,111.0,28.54375,38106701.0,4.0,28.630174999999998,,0.016202371966775878,0.30527934054252115,0.0227
2015-11-17,114.92,115.05,113.32,28.4225,27583101.0,4.0,28.637075,,-0.004256912930047491,0.2990052959844422,0.0225
2015-11-18,115.76,117.49,115.5,29.3225,46674697.0,4.0,28.672774999999998,,0.031174054392398474,0.31886446042269584,0.0227
2015-11-19,117.64,119.75,116.76,29.695,43295820.0,4.0,28.703825000000002,,0.012623542054300465,0.3175393784764331,0.022400000000000003
2015-11-20,119.2,119.92,118.85,29.825,34287096.0,4.0,28.729274999999998,,0.00436828651615623,0.2987370097717131,0.0226
2015-11-23,119.27,119.73,117.34,29.4375,32482528.0,4.0,28.741474999999994,,-0.013077596207343322,0.2779676916455934,0.0225
2015-11-24,117.33,119.35,117.12,29.72,42803172.0,4.0,28.754475,,0.009550848072921815,0.27807510461022833,0.022400000000000003
2015-11-25,119.21,119.23,117.92,29.5075,21388308.0,4.0,28.762575000000002,,-0.007175751528471361,0.2392169017700066,0.0223
2015-11-27,118.29,118.41,117.6,29.4525,13046445.0,4.0,28.782024999999997,,-0.0018656721829497342,0.23565458901758093,0.0222
2015-11-30,117.99,119.41,117.75,29.575,39180322.0,4.0,28.806275,,0.0041506137263132145,0.234654264544694,0.022099999999999998
2015-12-01,118.75,118.81,116.86,29.335,34852374.0,4.0,28.816925,,-0.008148067486627174,0.229647746962333,0.0215
2015-12-02,117.05,118.11,116.08,29.07,33386563.0,4.0,28.831325000000003,,-0.009074627807038667,0.22572594390377881,0.0218
2015-12-03,116.55,116.79,114.22,28.8,41569509.0,4.0,28.835724999999996,,-0.009331327428884305,0.22688792617781994,0.0233
2015-12-04,115.29,119.25,115.11,29.7575,57776977.0,4.0,28.855875,,0.032705813917997574,0.2581343432049064,0.022799999999999997
2015-12-07,118.98,119.86,117.81,29.57,32084249.0,4.0,28.873725,,-0.006320867195511978,0.25875114971614,0.0223
2015-12-08,117.52,118.6,116.86,29.5575,34309450.0,4.0,28.902675,,-0.00042281510925448393,0.25853345039579995,0.022400000000000003
2015-12-09,117.64,117.69,115.08,28.905,46361357.0,4.0,28.935474999999997,,-0.022322928220692005,0.24502325916580273,0.0222
2015-12-10,116.04,116.94,115.51,29.0425,29212727.0,4.0,28.966575,,0.004745683871053291,0.24489541843079973,0.022400000000000003
2015-12-11,115.19,115.39,112.851,28.295,46886161.0,4.0,28.984575,,-0.02607516381100564,0.2617536191485299,0.0213
2015-12-14,112.18,112.68,109.79,28.12,65003609.0,4.0,28.995075,,-0.006204043652023046,0.24020045915320043,0.0223
2015-12-15,111.94,112.8,110.35,27.6225,53323105.0,4.0,28.993625,,-0.017850408937271273,0.24026620592601067,0.022799999999999997
2015-12-16,111.07,111.99,108.8,27.835,56238467.0,4.0,28.993775,,0.007663563630278263,0.2422620753004482,0.023
2015-12-17,112.02,112.25,108.98,27.245,44772827.0,4.0,28.984775,,-0.021424203600409426,0.2204482875335205,0.022400000000000003
2015-12-18,108.91,109.52,105.81,26.5075,96453327.0,4.0,28.967425,,-0.027442306217245496,0.2269418163755508,0.0219
2015-12-21,107.28,107.37,105.57,26.8325,47590610.0,4.0,28.943475,,0.01218612755572624,0.2331436751478722,0.022000000000000002
2015-12-22,107.4,107.72,106.451,26.8075,32789367.0,4.0,28.921625,,-0.0009321402613787412,0.23174249919823206,0.022400000000000003
2015-12-23,107.27,108.85,107.2,27.1525,32657354.0,4.0,28.905724999999997,,0.012787424059890272,0.23464506132856885,0.0227
2015-12-24,109.0,109.0,107.95,27.0075,13596680.0,4.0,28.894825,,-0.0053545179630511315,0.23446039861717705,0.0225
2015-12-28,107.59,107.69,106.1807,26.705,26704210.0,4.0,28.869625,,-0.011263791417269345,0.23547008904911512,0.022400000000000003
2015-12-29,106.96,109.43,106.86,27.185,30931243.0,4.0,28.858125,,0.0178145368061503,0.24713911033812294,0.0232
2015-12-30,108.58,108.7,107.18,26.83,25213777.0,4.0,28.836074999999997,,-0.01314468616035121,0.24882493507703998,0.0231
2015-12-31,107.01,107.03,104.82,26.315,40912316.0,4.0,28.793525,,-0.019381545631790353,0.2539945064364049,0.0227
2016-01-04,102.61,105.368,102.0,26.3375,67649387.0,4.0,28.751475,,0.0008546603245649526,0.2542525552620154,0.022400000000000003
2016-01-05,105.75,105.85,102.41,25.6775,55790992.0,4.0,28.687525,,-0.025378657072485072,0.2233303907350074,0.0225
2016-01-06,100.56,102.37,99.87,25.175,68457388.0,4.0,28.595625,,-0.01976368345319633,0.22754804765469802,0.0218
2016-01-07,98.68,100.13,96.43,24.1125,81094428.0,4.0,28.501475,,-0.04312106037277857,0.25713047788732907,0.0216
2016-01-08,98.55,99.11,96.76,24.24,70798016.0,4.0,28.413525,,0.005273782969266154,0.25850171134231925,0.0213
2016-01-11,98.97,99.06,97.34,24.6325,49739377.0,4.0,28.309824999999996,,0.016062548013378874,0.2692644309844249,0.0217
2016-01-12,100.55,100.69,98.8399,24.99,49154227.0,4.0,28.206974999999996,,0.014409035632368394,0.2720211812777801,0.0212
2016-01-13,100.32,101.19,97.3,24.3475,62439631.0,4.0,28.096425,,-0.026046569993643694,0.28098591991944843,0.0208
2016-01-14,97.96,100.48,95.74,24.88,63170127.0,4.0,27.988125,28.0916125,0.02163509301776148,0.2957114060113989,0.021
2016-01-15,96.2,97.71,95.36,24.2825,79833891.0,4.0,27.860924999999998,28.076637499999997,-0.02430834157663014,0.2989839868956837,0.0203
2016-01-19,98.41,98.65,95.5,24.165,53087747.0,4.0,27.734225000000002,28.0589375,-0.004850620997301112,0.2939982029885549,0.0206
2016-01-20,95.1,98.1897,93.42,24.1975,72334416.0,4.0,27.613575,28.0266875,0.0013440167440593278,0.2837276447485649,0.020099999999999996
2016-01-21,97.06,97.88,94.94,24.075,52161463.0,4.0,27.489774999999998,27.9851375,-0.005075364356917498,0.2767460488685008,0.0202
2016-01-22,98.63,101.46,98.37,25.355,65800467.0,4.0,27.394024999999996,27.9554625,0.05180199156279315,0.3433775907387161,0.0207
2016-01-25,101.52,101.53,99.21,24.86,51794525.0,4.0,27.307375,27.9221625,-0.019715863164417317,0.34320975757436256,0.0203
2016-01-26,99.93,100.88,98.07,24.9975,75077002.0,4.0,27.226774999999996,27.9028375,0.0055157337853022625,0.34497762865877873,0.020099999999999996
2016-01-27,96.04,96.6289,93.34,23.355,133369674.0,4.0,27.115275,27.8555375,-0.06796472591379599,0.41309063650862293,0.0202
2016-01-28,93.79,94.52,92.39,23.5225,55678825.0,4.0,27.024025,27.8148375,0.007146315944712317,0.40637420614055064,0.02
2016-01-29,94.79,97.34,94.35,24.335,64416504.0,4.0,26.93985,27.785012500000004,0.03395823338663388,0.4309431116961717,0.0194
2016-02-01,96.47,96.71,95.4,24.1075,40943541.0,4.0,26.85355,27.7453125,-0.009392647883015205,0.42793314988384484,0.0197
2016-02-02,95.42,96.04,94.28,23.62,37357215.0,4.0,26.739500000000003,27.7061375,-0.020429184633186166,0.43113658690936024,0.0187
2016-02-03,95.0,96.84,94.08,24.0875,45964294.0,4.0,26.627349999999996,27.6655875,0.01959922297126837,0.43311185784404604,0.018799999999999997
2016-02-04,95.86,97.33,95.19,24.15,46471652.0,4.0,26.51385,27.6215625,0.0025913463580968894,0.42902002331117783,0.0187
2016-02-05,96.52,96.92,93.69,23.505,46418064.0,4.0,26.3952,27.5683375,-0.027071215622487824,0.41210466321492284,0.018600000000000002
2016-02-08,93.13,95.7,93.04,23.7525,54021375.0,4.0,26.275850000000002,27.515162500000002,0.010474623622673842,0.41361171505163125,0.0175
2016-02-09,94.29,95.94,93.93,23.7475,44331195.0,4.0,26.160649999999997,27.4616125,-0.00021052631656720084,0.4087042522464022,0.0174
2016-02-10,95.92,96.35,94.1,23.5675,42343601.0,4.0,26.04295,27.4124875,-0.007608617494032086,0.40455321179189446,0.0171
2016-02-11,93.79,94.72,92.59,23.425,50074711.0,4.0,25.91995,27.363112500000003,-0.00606481616368244,0.3955269109281338,0.0163
2016-02-12,94.19,94.5,93.01,23.4975,40351381.0,4.0,25.803199999999997,27.3100625,0.0030902043878334577,0.38624072455494507,0.0174
2016-02-16,95.02,96.85,94.61,24.16,49057916.0,4.0,25.705,27.2681625,0.02780434055429488,0.39210812748765134,0.0178
2016-02-17,96.67,98.21,96.15,24.53,44863243.0,4.0,25.619600000000002,27.2276625,0.015198485203783745,0.3954343822524142,0.0181
2016-02-18,98.84,98.89,96.091,24.065,39020983.0,4.0,25.50575,27.1808125,-0.0191383555153252,0.40166083494429755,0.0175
2016-02-19,96.0,96.7599,95.8,24.01,35374173.0,4.0,25.39455,27.1341375,-0.0022880925219108225,0.40134070356475315,0.0176
2016-02-22,96.31,96.9,95.92,24.22,34280758.0,4.0,25.2878,27.0952375,0.008708327891784193,0.3536992355354649,0.0177
2016-02-23,96.4,96.5,94.55,23.6725,31942633.0,4.0,25.18315,27.0593125,-0.022864701249428066,0.3559264299005196,0.0174
2016-02-24,93.98,96.38,93.32,24.025,36255745.0,4.0,25.082800000000002,27.0246875,0.014780917980837959,0.36016987426904606,0.0175
2016-02-25,96.05,96.76,95.25,24.19,27582659.0,4.0,25.000700000000002,26.9926375,0.0068443697655797536,0.2632570643784054,0.0171
2016-02-26,97.2,98.0237,96.58,24.2275,28991131.0,4.0,24.922849999999997,26.958962500000002,0.0015490270046320453,0.26248574618164977,0.0176
2016-02-29,96.86,98.23,96.65,24.1725,35216277.0,4.0,24.853849999999998,26.9237375,-0.0022727282510024553,0.2328546017879373,0.0174
2016-03-01,97.65,100.77,97.42,25.1325,50407147.0,4.0,24.7998,26.896787500000002,0.0389462059218726,0.26841908792822244,0.0183
2016-03-02,100.51,100.89,99.64,25.1875,33169560.0,4.0,24.758650000000003,26.871712499999997,0.002186010409463629,0.25492874352299044,0.0184
2016-03-03,100.58,101.7099,100.45,25.375,36955742.0,4.0,24.736000000000004,26.851712499999998,0.007416597655049619,0.24811940549762485,0.0183
2016-03-04,102.37,103.75,101.37,25.7525,46055100.0,4.0,24.7144,26.8289375,0.014767272413760036,0.2518477343813676,0.018799999999999997
2016-03-07,102.39,102.83,100.96,25.4675,35915810.0,4.0,24.687599999999996,26.804612500000005,-0.011128580293627087,0.23199759754420096,0.0191
2016-03-08,100.78,101.76,100.4,25.2575,31182194.0,4.0,24.649700000000003,26.777712499999996,-0.008279988162334164,0.23460266836042484,0.0183
2016-03-09,101.31,101.58,100.27,25.28,27201683.0,4.0,24.61515,26.754987500000002,0.0008904279589064455,0.2344308586695436,0.019
2016-03-10,101.41,102.24,100.15,25.2925,33513577.0,4.0,24.5869,26.7282625,0.0004943398192517171,0.2312522996371408,0.019299999999999998
2016-03-11,102.24,102.28,101.5,25.565,27408237.0,4.0,24.554500000000004,26.7063125,0.010716319434054199,0.2296822618721229,0.019799999999999998
2016-03-14,101.91,102.91,101.78,25.63,25076062.0,4.0,24.530500000000004,26.683287500000002,0.00253931184401706,0.2297313257912737,0.0197
2016-03-15,103.96,105.18,103.85,26.145,40067734.0,4.0,24.5271,26.6603125,0.019894427264114126,0.22054986731569723,0.0197
2016-03-16,104.61,106.31,104.59,26.4925,38303493.0,4.0,24.5302,26.640837500000004,0.013203706426760121,0.21931044306562622,0.0194
2016-03-17,105.52,106.47,104.96,26.45,34420705.0,4.0,24.545650000000002,26.6165875,-0.001605515762545627,0.20317399528050162,0.0191
2016-03-18,106.34,106.5,105.19,26.48,44205171.0,4.0,24.57175,26.5836875,0.0011335727644991723,0.20196698652132763,0.018799999999999997
2016-03-21,105.93,107.65,105.1401,26.4775,35502678.0,4.0,24.61905,26.5602625,-9.441533312022689e-05,0.20218014990127417,0.0192
2016-03-22,105.25,107.29,105.21,26.68,32444375.0,4.0,24.667849999999998,26.5406875,0.007618905311735863,0.17462388194006084,0.0194
2016-03-23,106.48,107.07,105.9,26.5325,25703495.0,4.0,24.70585,26.5078375,-0.00554382439358253,0.17593627370810946,0.018799999999999997
2016-03-24,105.47,106.25,104.89,26.4175,26132955.0,4.0,24.7344,26.4706875,-0.004343727320791608,0.17880893943617826,0.0191
2016-03-28,106.0,106.19,105.06,26.2975,19411372.0,4.0,24.773400000000002,26.4349125,-0.004552791701756754,0.18139438881322958,0.0189
2016-03-29,104.89,107.79,104.88,26.92,31190083.0,4.0,24.814199999999996,26.4011625,0.02339562714523493,0.19200781798368907,0.0181
2016-03-30,108.65,110.42,108.6,27.39,45601149.0,4.0,24.876350000000002,26.3686375,0.017308478498459675,0.15330293591774743,0.0183
2016-03-31,109.72,109.9,108.88,27.2475,25888449.0,4.0,24.938,26.3361125,-0.005216209493657248,0.15686755018060866,0.0178
2016-04-01,108.78,110.0,108.2,27.4975,25873950.0,4.0,25.003999999999998,26.308787499999998,0.009133317667805072,0.15749064721906703,0.0179
