Date,Open,High,Low,Close,Volume,50_day_MA,100_day_MA,Log_return,Volatility,Risk-free Rate
2015-11-13,111.57,111.69,109.78,109.84,52836036.0,107.8882,,-0.01983118893219221,0.16710294962738878,0.022799999999999997
2015-11-16,109.74,111.44,109.48,111.42,33980633.0,108.0734,,0.014282083132953765,0.17311045403262423,0.0227
2015-11-17,111.61,112.29,111.2099,111.49,30488641.0,108.20240000000001,,0.0006280561868105382,0.17149236080012245,0.0225
2015-11-18,111.94,113.74,111.83,113.63,32966463.0,108.39779999999999,,0.019012655150437537,0.1796769921917141,0.0227
2015-11-19,113.68,114.23,113.49,113.71,26188119.0,108.5722,,0.0007037917067137724,0.16755106076228624,0.022400000000000003
2015-11-20,114.24,114.57,114.14,114.48,22727591.0,108.75040000000001,,0.006748787611564119,0.13884237901367058,0.0226
2015-11-23,114.53,114.94,113.66,114.15,20696175.0,108.9284,,-0.002886762272390943,0.13944197557360707,0.0225
2015-11-24,113.42,114.32,112.8377,114.05,26374412.0,109.07959999999999,,-0.0008764242454076153,0.13941983416590487,0.022400000000000003
2015-11-25,114.19,114.36,113.91,114.15,14159935.0,109.2208,,0.0008764242454076204,0.1363329084042814,0.0223
2015-11-27,114.395,114.541,113.92,114.31,8827991.0,109.3644,,0.001400683061882571,0.13626877923151032,0.0222
2015-11-30,114.6,114.65,113.65,114.02,25041649.0,109.5378,,-0.0025401844342512834,0.1355514435641836,0.022099999999999998
2015-12-01,114.475,115.16,114.34,115.16,28639445.0,109.7274,,0.009948594140539217,0.1342503151317328,0.0215
2015-12-02,115.23,115.75,114.28,114.45,22395483.0,109.93440000000001,,-0.006184419345399409,0.13553165624640506,0.0218
2015-12-03,114.76,114.96,111.8432,112.51,42754345.0,110.101,,-0.01709593981559521,0.14811526344869702,0.0233
2015-12-04,112.84,115.33,112.62,115.14,40037322.0,110.32779999999998,,0.02310667266468293,0.17098690779879464,0.022799999999999997
2015-12-07,115.22,115.29,114.07,114.62,25892101.0,110.56179999999999,,-0.004526470124072066,0.1717837340380738,0.0223
2015-12-08,113.44,114.995,113.38,114.63,30792648.0,110.8548,,8.72410033267414e-05,0.16715182723232502,0.022400000000000003
2015-12-09,114.11,114.76,112.2,112.89,48509199.0,111.1232,,-0.01529565685346261,0.17608347453987963,0.0222
2015-12-10,113.15,114.16,112.811,113.4,30154621.0,111.3564,,0.004507498020196069,0.17680207868950892,0.022400000000000003
2015-12-11,112.09,112.39,110.72,110.79,56022221.0,111.52779999999998,,-0.0232848737610702,0.19262415839984187,0.0213
2015-12-14,110.98,111.68,109.38,111.63,53098514.0,111.68019999999999,,0.00755331349405914,0.18042967302493068,0.0223
2015-12-15,112.6,113.28,112.17,112.31,48428014.0,111.81639999999999,,0.0060730739483038955,0.17455647484894238,0.022799999999999997
2015-12-16,113.07,114.17,111.89,113.98,44944106.0,111.99599999999998,,0.014760089431908891,0.1818589538003319,0.023
2015-12-17,114.46,114.48,112.3,112.32,45668795.0,112.12980000000002,,-0.014671054129352658,0.17710854174847246,0.022400000000000003
2015-12-18,111.58,111.88,109.83,109.83,53746061.0,112.20540000000001,,-0.02241822447724638,0.19317472644066366,0.0219
2015-12-21,110.87,111.07,110.05,111.05,26432807.0,112.29580000000001,,0.011046834540181886,0.19625642904057303,0.022000000000000002
2015-12-22,111.65,111.94,111.05,111.78,26540310.0,112.3956,,0.006552103501115712,0.1982351760357175,0.022400000000000003
2015-12-23,112.34,112.69,112.16,112.61,25656928.0,112.5258,,0.0073978678673820636,0.20049368125050593,0.0227
2015-12-24,112.57,112.9,112.54,112.59,11480244.0,112.65899999999999,,-0.0001776198938950095,0.20042316899012202,0.0225
2015-12-28,112.32,112.55,111.51,112.53,19183637.0,112.75619999999999,,-0.0005330490531334694,0.2002733690081928,0.022400000000000003
2015-12-29,113.215,114.545,113.13,114.3,27725673.0,112.87979999999999,,0.01560671803885934,0.20835953479745137,0.0232
2015-12-30,114.16,114.24,113.25,113.27,19520081.0,112.97040000000001,,-0.009052221588142773,0.2073889830159877,0.0231
2015-12-31,112.87,113.08,111.84,111.86,29886849.0,113.044,,-0.012526259819180256,0.21075610567504338,0.0227
2016-01-04,109.43,109.6,108.12,109.5,50807643.0,113.0836,,-0.021323540136886362,0.21548124755290332,0.022400000000000003
2016-01-05,110.04,110.18,108.8,109.31,38795182.0,113.07560000000001,,-0.0017366669508114304,0.1951612278690999,0.0225
2016-01-06,107.43,108.89,107.41,108.26,41891091.0,112.98519999999999,,-0.009652140936912246,0.1966752069679767,0.0218
2016-01-07,105.96,107.29,104.81,104.87,61386300.0,112.8256,,-0.0318142535225181,0.22139327634842573,0.0216
2016-01-08,105.67,106.29,103.9,104.01,69344012.0,112.6442,,-0.008234439481272017,0.21820091153028084,0.0213
2016-01-11,104.79,105.06,102.73,104.33,50024094.0,112.45039999999999,,0.003071904114836071,0.2175085343591706,0.0217
2016-01-12,105.31,106.08,104.08,105.54,46734241.0,112.28439999999999,,0.011531075497643956,0.2119622450252619,0.0212
2016-01-13,106.0,106.23,101.74,101.9,69870673.0,112.0558,,-0.035098087748842675,0.23781766836324,0.0208
2016-01-14,102.3,104.98,100.67,104.07,78445735.0,111.845,108.8875,0.02107180942108869,0.2522344364846927,0.021
2016-01-15,100.57,101.94,99.51,100.84,91443918.0,111.5616,108.91130000000001,-0.03152864733004888,0.260418831345495,0.0203
2016-01-19,102.2,102.37,99.88,101.06,56563845.0,111.2824,108.941,0.002179297544043425,0.25995263781493533,0.0206
2016-01-20,99.48,101.83,97.25,100.75,86674981.0,111.00319999999999,108.9182,-0.0030721990369701403,0.2519864076652707,0.020099999999999996
2016-01-21,101.19,102.349,99.82,100.85,61660101.0,110.7244,108.8703,0.0009920635734284695,0.24632063527986164,0.0202
2016-01-22,102.84,103.81,102.5305,103.77,42229803.0,110.5284,108.8518,0.02854264721696627,0.27092271017616343,0.0207
2016-01-25,103.46,103.99,102.14,102.23,38881485.0,110.3074,108.831,-0.01495173484826423,0.27037553414137244,0.0203
2016-01-26,102.65,103.59,101.76,103.15,36143916.0,110.10759999999999,108.85199999999999,0.008959062748338043,0.27437857728396153,0.020099999999999996
2016-01-27,102.55,102.99,100.15,100.58,54524736.0,109.8784,108.8188,-0.025230808773442144,0.28363722635764493,0.0202
2016-01-28,102.19,102.29,100.26,102.0,47641532.0,109.7216,108.8049,0.014019382540452457,0.28211403570836097,0.02
2016-01-29,102.0,104.17,101.94,104.13,54245067.0,109.5758,108.8246,0.02066730525753339,0.2967638719856025,0.0194
2016-02-01,103.62,104.8,103.23,104.41,32750348.0,109.4342,108.8183,0.0026853377602144416,0.2960191589138759,0.0197
2016-02-02,103.97,103.97,101.84,102.15,44928088.0,109.20460000000001,108.80120000000001,-0.02188313503838779,0.2964737090895036,0.0187
2016-02-03,102.8,102.83,99.88,101.66,61572882.0,108.9636,108.7679,-0.004808409244874705,0.2964354538363578,0.018799999999999997
