,Date,Open,High,Low,Close,Volume,Adjustment_factor,50_day_MA,100_day_MA,Log_return,Volatility,Risk-free Rate
121,2016-02-22,515.0,529.3889,514.4896,10.517999999999999,1428370.0,50.0,9.606132,11.231738,0.027607104696202256,0.3801548149984201,0.0177
122,2016-02-23,514.0,530.85,513.11,10.501199999999999,1450840.0,50.0,9.596952,11.195042,-0.0015985388195038112,0.3685479185364636,0.0174
123,2016-02-24,519.77,522.87,512.66,10.2972,1039885.0,50.0,9.572724000000001,11.153964,-0.01961752272871001,0.38124245649833854,0.0175
124,2016-02-25,514.21,515.85,497.51,10.1066,1180394.0,50.0,9.548856,11.110144,-0.018683337840701617,0.38611006449165436,0.0171
125,2016-02-26,507.0,508.0,493.11,10.1202,1028636.0,50.0,9.527996,11.066455999999999,0.00134475073165005,0.38136108949013003,0.0176
126,2016-02-29,508.0,522.5242,506.77,10.183200000000001,1426337.0,50.0,9.509716,11.022672,0.0062058770642009495,0.3807541494167099,0.0174
127,2016-03-01,514.25,515.999,506.0339,10.1994,854905.0,50.0,9.486572,10.982016000000002,0.001589591456554165,0.35535534546062464,0.0183
128,2016-03-02,512.8,528.95,512.8,10.513800000000002,1207563.0,50.0,9.474892,10.943122,0.030359784929649452,0.3676451786071264,0.0184
129,2016-03-03,520.0,530.125,519.27,10.4858,1079879.0,50.0,9.468176,10.901026,-0.0026667190416241335,0.3456399087089306,0.0183
130,2016-03-04,529.29,541.93,527.3,10.58,1511171.0,50.0,9.470972,10.860240000000001,0.008943465511485924,0.3422526911306839,0.018799999999999997
131,2016-03-07,522.97,536.0,520.08,10.673800000000002,824502.0,50.0,9.486604,10.817414000000001,0.008826714187826691,0.3247742168680616,0.0191
132,2016-03-08,536.3,542.5,523.42,10.493800000000002,1041271.0,50.0,9.497488,10.772268000000002,-0.01700753404470011,0.30175206002960314,0.0183
