,Date,Open,High,Low,Close,Volume,50_day_MA,100_day_MA,Log_return,Volatility,Risk-free Rate
0,2015-08-27,54.74,56.21,54.41,55.95,15987923.0,,,,,0.0218
1,2015-08-28,55.84,56.31,55.2,55.63,7584826.0,,,-0.0057358106707323464,,0.0219
2,2015-08-31,55.23,55.47,54.5,54.71,7971204.0,,,-0.0166761160114673,,0.022099999999999998
3,2015-09-01,52.82,54.36,52.74,53.5,13424932.0,,,-0.022364854173773752,,0.0217
4,2015-09-02,54.47,55.29,53.751,55.26,9891071.0,,,0.032367665593309565,,0.022000000000000002
5,2015-09-03,55.72,55.76,54.475,54.69,7968868.0,,,-0.01036844213658912,,0.0218
6,2015-09-04,53.87,54.57,53.84,54.28,6994267.0,,,-0.0075250423920129005,,0.0213
7,2015-09-08,55.31,55.45,54.53,55.21,8051710.0,,,0.016988261329284927,,0.022000000000000002
8,2015-09-09,55.9,56.0,54.57,54.69,8406656.0,,,-0.009463218937271938,,0.022099999999999998
9,2015-09-10,54.34,55.69,54.33,55.37,8924778.0,,,0.012357053476194401,,0.0223
10,2015-09-11,55.19,56.54,55.03,56.53,8363110.0,,,0.020733539852323776,,0.022000000000000002
11,2015-09-14,56.54,56.91,56.05,56.29,5464463.0,,,-0.0042545712112643,,0.0218
12,2015-09-15,56.43,57.21,56.115,56.91,6741341.0,,,0.010954173139097245,,0.022799999999999997
13,2015-09-16,56.83,57.35,56.21,57.26,6593362.0,,,0.0061312270549363805,,0.023
14,2015-09-17,57.32,58.1,57.04,57.28,7525349.0,,,0.00034922298242112915,,0.022099999999999998
15,2015-09-18,56.49,57.63,56.28,56.84,16268035.0,,,-0.007711219423490244,,0.0213
16,2015-09-21,57.2,57.84,56.96,57.54,6220131.0,,,0.012240054894501785,,0.022000000000000002
17,2015-09-22,56.85,57.25,56.7,57.12,8585093.0,,,-0.007326040092072898,,0.021400000000000002
18,2015-09-23,57.16,57.93,57.05,57.79,6829205.0,,,0.01166143229835762,,0.0216
19,2015-09-24,57.38,58.54,57.17,58.37,10027330.0,,,0.009986308886012969,,0.0213
20,2015-09-25,58.92,58.96,57.74,57.99,10627026.0,,,-0.006531477327350359,0.21962322386346003,0.0217
21,2015-09-28,58.01,58.43,55.6201,55.77,11447003.0,,,-0.03903449148688691,0.2623990991034324,0.021
22,2015-09-29,55.85,56.3,54.81,55.72,9392065.0,,,-0.0008969414898574433,0.2548683018786587,0.020499999999999997
23,2015-09-30,56.4,56.9,55.61,56.84,9562446.0,,,0.01990115431729502,0.24772287511949326,0.0206
24,2015-10-01,56.99,57.5,55.89,57.48,8497124.0,,,0.01119675798192415,0.22480490770908163,0.020499999999999997
25,2015-10-02,56.99,58.09,56.5406,58.08,9036765.0,,,0.01038430930571639,0.22174731435281583,0.0199
26,2015-10-05,58.49,59.18,58.07,59.04,8198998.0,,,0.016393809775676352,0.2229307079376183,0.0207
27,2015-10-06,58.82,59.14,58.22,58.69,5642949.0,,,-0.005945825721973935,0.22033458897941735,0.020499999999999997
28,2015-10-07,58.62,58.83,57.9,58.78,8138313.0,,,0.001532306420528244,0.2154509781172018,0.0208
29,2015-10-08,58.78,59.71,58.39,59.46,6834836.0,,,0.011502156579180304,0.21501135689691925,0.0212
30,2015-10-09,59.47,60.11,59.3,60.07,7969884.0,,,0.010206731292118375,0.20695787168859228,0.0212
31,2015-10-12,60.35,60.89,60.04,60.54,6430301.0,,,0.007793754731502498,0.20574316318325528,0.0212
32,2015-10-13,60.34,60.745,60.0161,60.16,6262774.0,,,-0.006296623951988263,0.20671871881950196,0.0206
33,2015-10-14,60.0,60.17,58.43,58.82,8365604.0,,,-0.02252574651573532,0.2247890927491458,0.0199
34,2015-10-15,58.95,59.83,58.08,59.69,9745919.0,,,0.014682569054709521,0.22965304866020486,0.0204
35,2015-10-16,59.96,60.29,59.455,59.93,12860812.0,,,0.004012712289535397,0.22678937390911294,0.0204
36,2015-10-19,60.13,61.29,59.8745,60.97,8117213.0,,,0.01720472544963076,0.2302332653283176,0.0204
37,2015-10-20,61.22,61.36,60.56,60.88,6089097.0,,,-0.0014772263662942281,0.22771166904281148,0.0208
38,2015-10-21,61.07,61.12,60.16,60.53,6063923.0,,,-0.005765603649834527,0.22751256172111475,0.0204
39,2015-10-22,60.96,61.7099,60.17,61.49,9182031.0,,,0.015735450061782473,0.2309721896763112,0.0204
40,2015-10-23,62.11,62.8,61.6201,62.61,8205994.0,,,0.018050449791840756,0.23453200464371338,0.0209
41,2015-10-26,62.98,63.84,62.97,63.43,9751716.0,,,0.013011925888586764,0.1730723903662152,0.0207
42,2015-10-27,63.37,63.41,62.19,62.71,8973243.0,,,-0.011416011090876298,0.18274055921971435,0.020499999999999997
43,2015-10-28,63.11,63.52,62.42,63.51,9627260.0,,,0.012676449259953978,0.17711657022735033,0.021
44,2015-10-29,63.42,63.5,61.713,62.5,14839093.0,,,-0.016030817072527678,0.19139296838131517,0.0219
45,2015-10-30,63.69,64.0,62.26,62.57,16822302.0,,,0.0011193732679163155,0.19023572694094013,0.0216
46,2015-11-02,63.01,63.1,62.12,62.24,8547237.0,,,-0.005288050140135946,0.18661611277102763,0.022000000000000002
